D|32|1|842776101150|10||1|EACH|357537081140000
D|32|1|842776101150|10||1|EACH|357537081140001
D|32|1|842776101150|10||1|EACH|357537081140002
D|32|1|842776101150|10||1|EACH|357537081140003
D|32|1|842776101150|10||1|EACH|357537081140004
D|32|1|842776101150|10||1|EACH|357537081140005
D|32|1|842776101150|10||1|EACH|357537081140006
D|32|1|842776101150|10||1|EACH|357537081140007
D|32|1|842776101150|10||1|EACH|357537081140008
D|32|1|842776101150|10||1|EACH|357537081140009
D|32|1|842776101150|10||1|EACH|357537081140010
D|32|1|842776101150|10||1|EACH|357537081140011
D|32|1|842776101150|10||1|EACH|357537081140012
D|32|1|842776101150|10||1|EACH|357537081140013
D|32|1|842776101150|10||1|EACH|357537081140014
D|32|1|842776101150|10||1|EACH|357537081140015
D|32|1|842776101150|10||1|EACH|357537081140016
D|32|1|842776101150|10||1|EACH|357537081140017
D|32|1|842776101150|10||1|EACH|357537081140018
D|32|1|842776101150|10||1|EACH|357537081140019
D|32|1|842776101150|10||1|EACH|357537081140020
D|32|1|842776101150|10||1|EACH|357537081140021
D|32|1|842776101150|10||1|EACH|357537081140022
D|32|1|842776101150|10||1|EACH|357537081140023
D|32|1|842776101150|10||1|EACH|357537081140024
D|32|1|842776101150|10||1|EACH|357537081140025
D|32|1|842776101150|10||1|EACH|357537081140026
D|32|1|842776101150|10||1|EACH|357537081140027
D|32|1|842776101150|10||1|EACH|357537081140028
D|32|1|842776101150|10||1|EACH|357537081140029
D|32|1|842776101150|10||1|EACH|357537081140030
D|32|1|842776101150|10||1|EACH|357537081140031
D|32|1|842776101150|10||1|EACH|357537081140032
D|32|1|842776101150|10||1|EACH|357537081140033
D|32|1|842776101150|10||1|EACH|357537081140034
D|32|1|842776101150|10||1|EACH|357537081140035
D|32|1|842776101150|10||1|EACH|357537081140036
D|32|1|842776101150|10||1|EACH|357537081140037
D|32|1|842776101150|10||1|EACH|357537081140038
D|32|1|842776101150|10||1|EACH|357537081140039
D|32|1|842776101150|10||1|EACH|357537081140040
D|32|1|842776101150|10||1|EACH|357537081140041
D|32|1|842776101150|10||1|EACH|357537081140042
D|32|1|842776101150|10||1|EACH|357537081140043
D|32|1|842776101150|10||1|EACH|357537081140044
D|32|1|842776101150|10||1|EACH|357537081140045
D|32|1|842776101150|10||1|EACH|357537081140046
D|32|1|842776101150|10||1|EACH|357537081140047
D|32|1|842776101150|10||1|EACH|357537081140048
D|32|1|842776101150|10||1|EACH|357537081140049
D|32|1|842776101150|10||1|EACH|357537081140050
D|32|1|842776101150|10||1|EACH|357537081140051
D|32|1|842776101150|10||1|EACH|357537081140052
D|32|1|842776101150|10||1|EACH|357537081140053
D|32|1|842776101150|10||1|EACH|357537081140054
D|32|1|842776101150|10||1|EACH|357537081140055
D|32|1|842776101150|10||1|EACH|357537081140056
D|32|1|842776101150|10||1|EACH|357537081140057
D|32|1|842776101150|10||1|EACH|357537081140058
D|32|1|842776101150|10||1|EACH|357537081140059
D|32|1|842776101150|10||1|EACH|357537081140060
D|32|1|842776101150|10||1|EACH|357537081140061
D|32|1|842776101150|10||1|EACH|357537081140062
D|32|1|842776101150|10||1|EACH|357537081140063
D|32|1|842776101150|10||1|EACH|357537081140064
D|32|1|842776101150|10||1|EACH|357537081140065
D|32|1|842776101150|10||1|EACH|357537081140066
D|32|1|842776101150|10||1|EACH|357537081140067
D|32|1|842776101150|10||1|EACH|357537081140068
D|32|1|842776101150|10||1|EACH|357537081140069
D|32|1|842776101150|10||1|EACH|357537081140070
D|32|1|842776101150|10||1|EACH|357537081140071
D|32|1|842776101150|10||1|EACH|357537081140072
D|32|1|842776101150|10||1|EACH|357537081140073
D|32|1|842776101150|10||1|EACH|357537081140074
D|32|1|842776101150|10||1|EACH|357537081140075
D|32|1|842776101150|10||1|EACH|357537081140076
D|32|1|842776101150|10||1|EACH|357537081140077
D|32|1|842776101150|10||1|EACH|357537081140078
D|32|1|842776101150|10||1|EACH|357537081140079
D|32|1|842776101150|10||1|EACH|357537081140080
D|32|1|842776101150|10||1|EACH|357537081140081
D|32|1|842776101150|10||1|EACH|357537081140082
D|32|1|842776101150|10||1|EACH|357537081140083
D|32|1|842776101150|10||1|EACH|357537081140084
D|32|1|842776101150|10||1|EACH|357537081140085
D|32|1|842776101150|10||1|EACH|357537081140086
D|32|1|842776101150|10||1|EACH|357537081140087
D|32|1|842776101150|10||1|EACH|357537081140088
D|32|1|842776101150|10||1|EACH|357537081140089
D|32|1|842776101150|10||1|EACH|357537081140090
D|32|1|842776101150|10||1|EACH|357537081140091
D|32|1|842776101150|10||1|EACH|357537081140092
D|32|1|842776101150|10||1|EACH|357537081140093
D|32|1|842776101150|10||1|EACH|357537081140094
D|32|1|842776101150|10||1|EACH|357537081140095
D|32|1|842776101150|10||1|EACH|357537081140096
D|32|1|842776101150|10||1|EACH|357537081140097
D|32|1|842776101150|10||1|EACH|357537081140098
D|32|1|842776101150|10||1|EACH|357537081140099
D|32|1|842776101150|10||1|EACH|357537081140100
D|42|1|842776101150|10||1|EACH|357537081140000
D|42|1|842776101150|10||1|EACH|357537081140001
D|42|1|842776101150|10||1|EACH|357537081140002
D|42|1|842776101150|10||1|EACH|357537081140003
D|42|1|842776101150|10||1|EACH|357537081140004
D|42|1|842776101150|10||1|EACH|357537081140005
D|42|1|842776101150|10||1|EACH|357537081140006
D|42|1|842776101150|10||1|EACH|357537081140007
D|42|1|842776101150|10||1|EACH|357537081140008
D|42|1|842776101150|10||1|EACH|357537081140009
D|42|1|842776101150|10||1|EACH|357537081140010
D|42|1|842776101150|10||1|EACH|357537081140011
D|42|1|842776101150|10||1|EACH|357537081140012
D|42|1|842776101150|10||1|EACH|357537081140013
D|42|1|842776101150|10||1|EACH|357537081140014
D|42|1|842776101150|10||1|EACH|357537081140015
D|42|1|842776101150|10||1|EACH|357537081140016
D|42|1|842776101150|10||1|EACH|357537081140017
D|42|1|842776101150|10||1|EACH|357537081140018
D|42|1|842776101150|10||1|EACH|357537081140019
D|42|1|842776101150|10||1|EACH|357537081140020
D|42|1|842776101150|10||1|EACH|357537081140021
D|42|1|842776101150|10||1|EACH|357537081140022
D|42|1|842776101150|10||1|EACH|357537081140023
D|42|1|842776101150|10||1|EACH|357537081140024
D|42|1|842776101150|10||1|EACH|357537081140025
D|42|1|842776101150|10||1|EACH|357537081140026
D|42|1|842776101150|10||1|EACH|357537081140027
D|42|1|842776101150|10||1|EACH|357537081140028
D|42|1|842776101150|10||1|EACH|357537081140029
D|42|1|842776101150|10||1|EACH|357537081140030
D|42|1|842776101150|10||1|EACH|357537081140031
D|42|1|842776101150|10||1|EACH|357537081140032
D|42|1|842776101150|10||1|EACH|357537081140033
D|42|1|842776101150|10||1|EACH|357537081140034
D|42|1|842776101150|10||1|EACH|357537081140035
D|42|1|842776101150|10||1|EACH|357537081140036
D|42|1|842776101150|10||1|EACH|357537081140037
D|42|1|842776101150|10||1|EACH|357537081140038
